name,city,department,rental_possible_status,rental_possible_confidence,rental_positive_signals,rental_negative_signals,is_aggregator,aggregator_domain,missing_formal_fields,email_questions,contact,price_text,capacity_text,address,source_url,formal_extraction_status,formal_scrape_http_status
Guide n°1 des Salles de Sport à Montrouge,Montrouge,92,unclear,low,,,no,masalledesport.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,magic-form@2x.png; contact@energieforme.net; 01 85 74 45 93; 0816441960; 0865974627; 0268622018; 09.51.04.26.34,90€/mois; 00 €; À partir de 7€; 19€,1200m2; 000m²; 2300m²; 2m2,99 Av. Verdier,"https://www.masalledesport.com/salle-de-sport,a,montrouge",scraped,200
Judo,Châtillon,92,unclear,low,,,yes,chatillon-en-vendelais.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,dojovitreen@gmail.com; 0334990545; 06.70.34.54.04; 06.99.89.77.50; 06 12 62 33 13; 06 78 72 69 34,,,Châtillon,https://www.chatillon-en-vendelais.fr/annuaires/2087-2,scraped,200
Yoga à Arcueil,Arcueil,94,unclear,low,,,yes,mescommerces.iledefrance.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://mescommerces.iledefrance.fr/annuaire/ville/arcueil-94/yoga,fetch_failed,
"Louer une salle pour fête d'anniversaire à Arcueil, Île",Arcueil,94,possible,medium,louer une salle,,yes,peerspace.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.peerspace.com/fr/venues/fr/arcueil--%C3%AEle-de-france/birthday-party-venue,fetch_failed,
Réserver une salle,Montrouge,92,possible,medium,réserver salle,,no,ville-montrouge.fr,"adresse précise, capacité","Confirmer adresse précise; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",0653186453; 011620.0686; 01 46 12 76 76,88 €; 01 €; 34 €; 17 €,,,https://www.ville-montrouge.fr/834-reserver-une-salle.htm,scraped,200
Salle des fêtes à Arcueil,Arcueil,94,unclear,low,,,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Allée des Sophoras 94110 Arcueil,https://www.pagesjaunes.fr/annuaire/arcueil-94/salle-des-fetes,fetch_failed,
2 studios disponibles (100 et 200 m2) à la location pour vos cours ...,Châtillon,92,possible,high,location de salle; location de salles,,no,facebook.com,"adresse précise, prix","Confirmer adresse précise; Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",0212733848; 0391788200; 0728690136; 0832147598; 0857723951,,200 m2,,https://www.facebook.com/groups/257289725206307/posts/2048694486065813,scraped,200
"Local de répétition / Location, recherche à Gentilly (94250)",Gentilly,94,unclear,low,,,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Rue de la Div du General Leclerc 94250 Gentilly,https://www.spectable.com/gentilly-94250/petites-annonces/local-de-repetition/n_2648-l_17842.php,fetch_failed,
Dojo de Paris,Montrouge,92,unclear,low,,,no,dojodeparis.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 0549999999; 0199999995; 0999999998; 0943999999; 0475199999,,400 places; 1750m2; 676m2,"25 Avenue de la Porte de Châtillon""}} {""@context"":""https://schema.org/""",https://www.dojodeparis.com,scraped,200
Location de salles à Gentilly (94),Gentilly,94,possible,medium,location de salle; location de salles,,yes,pagesjaunes.fr,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,Allée des Platanes 94250 Gentilly,https://www.pagesjaunes.fr/annuaire/gentilly-94/location-de-salles,fetch_failed,
Best Dance Studios in Gentilly,Gentilly,94,unclear,low,,,yes,classpass.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://classpass.com/search/gentilly/dance-classes/5bbAE2tRm7d,fetch_failed,
[PDF] LOCATION DE STUDIOS À PARIS ET PROCHE BANLIEUE,Montrouge,92,possible,high,location de salle; location de salles,cours de danse,no,cnd.fr,"adresse précise, prix, capacité","Confirmer adresse précise; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",0 205 000000; 015714 0000; 015693 0000; 015831 0000; 021680 0000,,,,https://www.cnd.fr/fr/file/file/612,scraped,200
La nouvelle Maison de quartier des Châtillons se dévoile ! Hall ...,Châtillon,92,unclear,low,,,no,facebook.com,"adresse précise, prix",Confirmer adresse précise; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,0491689640; 0834862003; 0391788200; 0728690136; 0832147598,,4 personnes,,https://www.facebook.com/villereims/posts/la-nouvelle-maison-de-quartier-des-ch%C3%A2tillons-se-d%C3%A9voile-hall-salles-dactivit%C3%A9-s/562985192752269,scraped,200
Lieu : Maison des Associations,Montrouge,92,unclear,low,,,no,lalecheleague.fr,capacité,Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0281387668,25€; 5€; 10€; 20€,,105 avenue Aristide Briand (N20) 92120 Montrouge Salle N°15,http://lalecheleague.fr/montrouge/lieu,scraped,200
Maison Yoga,Gentilly,94,unclear,low,,,no,clients.mindbodyonline.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Allée des Grandes Maisons 94250 Gentilly,https://clients.mindbodyonline.com/classic/home?studioid=5739055,fetch_failed,
HATHA YOGA Châtillon,Châtillon,92,unclear,low,,,no,facebook.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0834862003; 0391788200; 0728690136; 0832147598; 0857723951,,,,https://www.facebook.com/100076340731541?locale=cy_GB,scraped,200
Maison des Jeunes et de la Culture Chamonix,Gentilly,94,unclear,low,,,no,en.chamonix.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Allée des Grandes Maisons 94250 Gentilly,https://en.chamonix.com/salle-de-spectacles-concerts/maison-des-jeunes-et-de-la-culture,scraped,200
Louer la Salle Europa de la MJC Rive Gauche,Gentilly,94,possible,medium,louer une salle,,no,rouen.fr,adresse précise,"Confirmer adresse précise; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",rouen.sallesdva@rouen.fr; 02 35 08 88 51; 02 32 81 53 60,51 €; 95 €; 154 € journée; 307 €,150 personnes,,https://rouen.fr/fr/mjc-rive-gauche-salle-europa,scraped,200
Cours de danse à Villejuif (94),Villejuif,94,possible,medium,location studio,cours de danse,yes,pagesjaunes.fr,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,Rue Camille Desmoulins 94800 Villejuif,https://www.pagesjaunes.fr/annuaire/villejuif-94/danse-cours,fetch_failed,
"Local de répétition / Location, recherche à Villejuif (94800)",Villejuif,94,unlikely,medium,,cours de danse,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,,,,Avenue de la Division Leclerc 94800 Villejuif,https://www.spectable.com/villejuif-94800/petites-annonces/local-de-repetition/n_2648-l_17878.php,fetch_failed,
Rent DOJO 5 SALLE 2 Paris,Gentilly,94,unclear,low,,,no,spacebase.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,0301110391,,50m²,Allée René Cassin 94250 Gentilly,https://www.spacebase.com/en/venue/salle-2-1056508,scraped,202
Aménagement du studio de yoga Yoga'n'Move,Villejuif,94,unclear,low,,,no,isospace.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.isospace.fr/realisations/studio-de-yoga-yognmove,fetch_failed,
Siège social,Montrouge,92,unclear,low,,,yes,annuaire-entreprises.data.gouv.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://annuaire-entreprises.data.gouv.fr/etablissement/52857543400055,fetch_failed,
Location salle à 94800 Villejuif,Villejuif,94,possible,high,salle à louer,,no,kiwiiz.fr,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,Rue Jules Vallés 94800 Villejuif,https://www.kiwiiz.fr/location-particuliers/salle/salle-reception/94800-villejuif,fetch_failed,
Cours yoga à Villejuif (94),Villejuif,94,unclear,low,,,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Allée des Fleurs 94800 Villejuif,https://www.pagesjaunes.fr/annuaire/villejuif-94/yoga-lecons,fetch_failed,
I,Arcueil,94,possible,high,location de salle; location de salles,,no,i-flow.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 22 11 85 89; 0666666666; 0999999999; 0263157894; 0526315789,,,24 Av. Vladimir Ilitch Lenine,https://www.i-flow.fr,scraped,200
Location magnifique salle neuve pour stage et formation,Villejuif,94,unclear,low,,,no,yogmee.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,yognmove@gmail.com; 0577978450; 0676524204,,,76 Avenue de Paris 94800 villejuif France Caractéristiques Situation 48.8011871,https://www.yogmee.fr/salles/location-magnifique-salle-neuve-pour-stage-et-formation,scraped,200
Salle des fêtes à Villejuif (94),Villejuif,94,unclear,low,,,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Allée des Fleurs 94800 Villejuif,https://www.pagesjaunes.fr/annuaire/villejuif-94/salle-des-fetes,fetch_failed,
Location de salles à Villejuif (94),Villejuif,94,possible,medium,location de salle; location de salles,,yes,pagesjaunes.fr,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,Allée des Fleurs 94800 Villejuif,https://www.pagesjaunes.fr/annuaire/villejuif-94/location-de-salles,fetch_failed,
[PDF] PRATIQUE,Gentilly,94,unclear,low,,,no,ville-gentilly.fr,"adresse précise, prix",Confirmer adresse précise; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,010453 0000; 010569 0000; 010598 0000; 025927 0000; 033770 0000,,2M2,,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf,scraped,200
Ville de Villejuif: Associations,Villejuif,94,unclear,low,,,yes,villejuif.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,01 86 93 31 40; 01 45 59 20 00,,,Rue Camille Desmoulins 94800 Villejuif,https://www.villejuif.fr/associations,scraped,200
Vie associative,Villejuif,94,possible,medium,location de salle; location de salles,,yes,villejuif.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 86 93 31 40; 01 45 59 20 00,,,6 rue Georges Lebigot 94800 Villejuif Localiser sur OpenStreetMap Centre-Sud-Est 01 86 93 31 40,https://www.villejuif.fr/decouvrir-villejuif/vie-associative,scraped,200
"Local de répétition / Location, recherche à Le Kremlin Bicêtre (94270)",Le Kremlin-Bicêtre,94,unclear,low,,,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Rue de la Reunion 94270 Le Kremlin-Bicêtre,https://www.spectable.com/le-kremlin-bicetre-94270/petites-annonces/local-de-repetition/n_2648-l_17844.php,fetch_failed,
"Location de salles à Villejuif 94800, France",Villejuif,94,possible,medium,location de salle; location de salles,,yes,fr.mappy.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",0760058640,,,Allée des Fleurs 94800 Villejuif,https://fr.mappy.com/activite/location-de-salles/94800-villejuif,scraped,200
9 Studios en Location à Le kremlin,Le Kremlin-Bicêtre,94,unclear,low,,,no,immobilier.lefigaro.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,9 Rue de la Convention 94270 Le Kremlin-Bicêtre,https://immobilier.lefigaro.fr/annonces/immobilier-location-appartement+studio-le+kremlin+bicetre+94270.html,fetch_failed,
Location de salles au Kremlin Bicêtre (94),Le Kremlin-Bicêtre,94,possible,medium,location de salle; location de salles,,yes,pagesjaunes.fr,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,Rue des Martinets 94270 Le Kremlin-Bicêtre,https://www.pagesjaunes.fr/annuaire/le-kremlin-bicetre-94/location-de-salles,fetch_failed,
Cours yoga au Kremlin Bicêtre (94),Le Kremlin-Bicêtre,94,possible,medium,location studio,,yes,pagesjaunes.fr,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,Place Jean Jaures 94270 Le Kremlin-Bicêtre,https://www.pagesjaunes.fr/annuaire/le-kremlin-bicetre-94/yoga-lecons,fetch_failed,
"Arts Martiaux, Boxe, MMA au Kremlin",Le Kremlin-Bicêtre,94,unclear,low,,,yes,ville-data.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Rue des Martinets 94270 Le Kremlin-Bicêtre,https://ville-data.com/salle-de-combat-dojo/Le-Kremlin-Bicetre-94-94043,fetch_failed,
"Local de répétition / Location, recherche à Malakoff (92240)",Malakoff,92,unclear,low,,,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Avenue du Maréchal Leclerc 92240 Malakoff,https://www.spectable.com/malakoff-92240/petites-annonces/local-de-repetition/n_2648-l_17758.php,fetch_failed,
